study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,organ,organ_label,paired,weight_g,bw_at_necropsy_g,organ_to_bw_ratio,necropsy_date
PC201708,PC201708-1004,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.4799,474.0,0.101,2016-05-02
PC201708,PC201708-1004,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0263,474.0,0.006,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0686,475.0,0.014,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,brain,Brain,False,2.0908,475.0,0.44,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,heart,Heart,False,1.4141,475.0,0.298,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.7992,475.0,0.589,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,liver,Liver,False,9.3514,475.0,1.969,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0157,475.0,0.003,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.6447,475.0,0.136,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.2633,475.0,0.687,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.5195,475.0,0.109,2016-05-02
PC201708,PC201708-1005,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0245,475.0,0.005,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.082,509.0,0.016,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,brain,Brain,False,2.2016,509.0,0.433,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,heart,Heart,False,1.4468,509.0,0.284,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.7949,509.0,0.549,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,liver,Liver,False,8.1761,509.0,1.606,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0095,509.0,0.002,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.5453,509.0,0.107,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.7763,509.0,0.742,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2831,509.0,0.056,2016-05-02
PC201708,PC201708-1006,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0167,509.0,0.003,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0913,481.0,0.019,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,brain,Brain,False,2.1265,481.0,0.442,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,heart,Heart,False,1.5127,481.0,0.314,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,3.5138,481.0,0.731,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,liver,Liver,False,9.3504,481.0,1.944,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0125,481.0,0.003,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.5854,481.0,0.122,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.3238,481.0,0.691,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2896,481.0,0.06,2016-05-02
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0324,481.0,0.007,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0739,543.0,0.014,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,brain,Brain,False,2.0869,543.0,0.384,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,heart,Heart,False,1.3669,543.0,0.252,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.7755,543.0,0.511,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,liver,Liver,False,13.3327,543.0,2.455,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0151,543.0,0.003,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.6148,543.0,0.113,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.5568,543.0,0.655,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.227,543.0,0.042,2016-05-02
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0269,543.0,0.005,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.072,567.0,0.013,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,brain,Brain,False,2.0489,567.0,0.361,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,heart,Heart,False,1.0978,567.0,0.194,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,1.7533,567.0,0.309,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,liver,Liver,False,5.9919,567.0,1.057,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.013,567.0,0.002,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.4314,567.0,0.076,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,testis,Testes (paired),True,2.9118,567.0,0.514,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2416,567.0,0.043,2016-05-02
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0286,567.0,0.005,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0688,550.0,0.013,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,brain,Brain,False,2.3233,550.0,0.422,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,heart,Heart,False,1.6942,550.0,0.308,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,3.2246,550.0,0.586,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,liver,Liver,False,10.5508,550.0,1.918,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0175,550.0,0.003,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.7383,550.0,0.134,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.6361,550.0,0.661,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.374,550.0,0.068,2016-05-02
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0448,550.0,0.008,2016-05-02
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0774,554.0,0.014,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,brain,Brain,False,2.3403,554.0,0.422,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,heart,Heart,False,1.6835,554.0,0.304,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,3.1862,554.0,0.575,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,liver,Liver,False,11.2931,554.0,2.038,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0173,554.0,0.003,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.8062,554.0,0.146,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.6185,554.0,0.653,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2374,554.0,0.043,2016-05-16
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0386,554.0,0.007,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0653,571.0,0.011,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,brain,Brain,False,2.1581,571.0,0.378,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,heart,Heart,False,1.5345,571.0,0.269,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.9252,571.0,0.512,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,liver,Liver,False,9.5001,571.0,1.664,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0163,571.0,0.003,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.7003,571.0,0.123,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,testis,Testes (paired),True,4.0259,571.0,0.705,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.1778,571.0,0.031,2016-05-16
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0403,571.0,0.007,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0886,507.0,0.017,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,brain,Brain,False,1.9834,507.0,0.391,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,heart,Heart,False,1.3226,507.0,0.261,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.6565,507.0,0.524,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,liver,Liver,False,8.7448,507.0,1.725,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0134,507.0,0.003,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.655,507.0,0.129,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,testis,Testes (paired),True,4.0469,507.0,0.798,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2274,507.0,0.045,2016-05-16
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0351,507.0,0.007,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0623,552.0,0.011,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,brain,Brain,False,2.0916,552.0,0.379,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,heart,Heart,False,1.4021,552.0,0.254,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,2.7381,552.0,0.496,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,liver,Liver,False,9.511,552.0,1.723,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.0126,552.0,0.002,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.7685,552.0,0.139,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.9078,552.0,0.708,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.2959,552.0,0.054,2016-05-16
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0363,552.0,0.007,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,adrenal_gland,Adrenal Glands,True,0.0909,563.0,0.016,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,brain,Brain,False,2.1432,563.0,0.381,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,heart,Heart,False,1.4355,563.0,0.255,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,kidney,Kidneys (paired),True,3.1573,563.0,0.561,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,liver,Liver,False,10.6053,563.0,1.884,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,pituitary_gland,Pituitary Gland,False,0.015,563.0,0.003,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,spleen,Spleen,False,0.7922,563.0,0.141,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,testis,Testes (paired),True,3.7827,563.0,0.672,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,thymus,Thymus,False,0.3421,563.0,0.061,2016-05-16
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,thyroid_gland,Thyroid Gland,False,0.0242,563.0,0.004,2016-05-16
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0892,357.0,0.025,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,brain,Brain,False,1.9348,357.0,0.542,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,heart,Heart,False,0.8474,357.0,0.237,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.8872,357.0,0.529,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,liver,Liver,False,7.6295,357.0,2.137,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1585,357.0,0.044,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0182,357.0,0.005,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5938,357.0,0.166,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.445,357.0,0.125,2016-05-02
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0239,357.0,0.007,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0679,338.0,0.02,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,brain,Brain,False,1.7676,338.0,0.523,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,heart,Heart,False,0.762,338.0,0.225,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.5946,338.0,0.472,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,liver,Liver,False,5.9648,338.0,1.765,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1194,338.0,0.035,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0129,338.0,0.004,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5792,338.0,0.171,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3938,338.0,0.117,2016-05-02
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0212,338.0,0.006,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.077,319.0,0.024,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,brain,Brain,False,1.8603,319.0,0.583,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,heart,Heart,False,0.8291,319.0,0.26,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.6091,319.0,0.504,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,liver,Liver,False,6.0197,319.0,1.887,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.0752,319.0,0.024,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0167,319.0,0.005,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.469,319.0,0.147,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3027,319.0,0.095,2016-05-02
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0203,319.0,0.006,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0823,396.0,0.021,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,brain,Brain,False,1.8668,396.0,0.471,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,heart,Heart,False,0.9153,396.0,0.231,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.7978,396.0,0.454,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,liver,Liver,False,6.8981,396.0,1.742,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1496,396.0,0.038,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0166,396.0,0.004,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5382,396.0,0.136,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3112,396.0,0.079,2016-05-02
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0211,396.0,0.005,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0758,355.0,0.021,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,brain,Brain,False,1.8888,355.0,0.532,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,heart,Heart,False,0.9828,355.0,0.277,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,2.1198,355.0,0.597,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,liver,Liver,False,7.2953,355.0,2.055,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1532,355.0,0.043,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0151,355.0,0.004,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5324,355.0,0.15,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3915,355.0,0.11,2016-05-02
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0196,355.0,0.006,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1045,345.0,0.03,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,brain,Brain,False,2.0554,345.0,0.596,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,heart,Heart,False,1.0124,345.0,0.293,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.79,345.0,0.519,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,liver,Liver,False,6.9701,345.0,2.02,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1271,345.0,0.037,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0196,345.0,0.006,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5884,345.0,0.171,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.6582,345.0,0.191,2016-05-02
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0156,345.0,0.005,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.1124,398.0,0.028,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,brain,Brain,False,2.1052,398.0,0.529,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,heart,Heart,False,0.8349,398.0,0.21,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,kidney,Kidneys (paired),True,1.8533,398.0,0.466,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,liver,Liver,False,6.8178,398.0,1.713,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,ovary,Ovaries (paired),True,0.1003,398.0,0.025,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,pituitary_gland,Pituitary Gland,False,0.0193,398.0,0.005,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,spleen,Spleen,False,0.5251,398.0,0.132,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,thymus,Thymus,False,0.3077,398.0,0.077,2016-05-02
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,thyroid_gland,Thyroid Gland,False,0.0246,398.0,0.006,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,adrenal_gland,Adrenal Glands,True,0.0713,356.0,0.02,2016-05-02
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,brain,Brain,False,1.8397,356.0,0.517,2016-05-02
