study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,dose_volume_mlkg,species,strain,age_at_arrival_weeks,bw_at_receipt_g,arrival_date,acclimation_start,day1_date,necropsy_date,disposition,necropsy_type,comments
PC201708,PC201708-1114,1,Vehicle Control,F,0.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,220.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-1115,1,Vehicle Control,F,0.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,236.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2001,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,322.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2002,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,323.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2003,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,322.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2004,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,303.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2005,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,334.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2006,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,299.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2007,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,323.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2008,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,321.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2009,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,317.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2010,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,319.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2011,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,336.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2012,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,317.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2013,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,319.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2014,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,321.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2015,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,309.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2101,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,218.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2102,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,226.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2103,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,239.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2104,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,245.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2105,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,245.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2106,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,229.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2107,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,235.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2108,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,226.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2109,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,243.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2110,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,242.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2111,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,240.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2112,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,231.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2113,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,242.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2114,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,238.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2115,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,228.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-2201,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2202,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2203,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2204,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2205,2,2 mg/kg PCDRUG,M,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2206,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2207,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2208,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2209,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-2210,2,2 mg/kg PCDRUG,F,2.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3001,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,304.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3002,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,309.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3003,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,325.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3004,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,302.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3005,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,323.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3006,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,324.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3007,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,328.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3008,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,329.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3009,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,323.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3010,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,319.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3011,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,306.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3012,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,332.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3013,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,328.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3014,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,322.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3015,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,332.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3101,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,237.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3102,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,227.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3103,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,247.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3104,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,254.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3105,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,226.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3106,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,221.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3107,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,249.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3108,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,243.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3109,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,221.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3110,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,227.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3111,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,249.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3112,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,221.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3113,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,248.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3114,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,219.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3115,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,236.0,2016-01-26,2016-01-27,2016-02-01,2016-05-16,Recovery Sacrifice,Recovery,
PC201708,PC201708-3201,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3202,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3203,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3204,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3205,3,20 mg/kg PCDRUG,M,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3206,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3207,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3208,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3209,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-3210,3,20 mg/kg PCDRUG,F,20.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,,2016-01-26,2016-01-27,2016-02-01,2016-05-03,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4001,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,310.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4002,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,324.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4003,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,306.0,2016-01-26,2016-01-27,2016-02-01,2016-04-30,Moribund Sacrifice,Unscheduled,HEPATOCELLULAR CARCINOMA
PC201708,PC201708-4004,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,305.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4005,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,322.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4006,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,305.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4007,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,324.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4008,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,336.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4009,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,336.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
PC201708,PC201708-4010,4,200 mg/kg PCDRUG,M,200.0,10.0,Rat,Sprague-Dawley (Crl:CD(SD)),6,332.0,2016-01-26,2016-01-27,2016-02-01,2016-05-02,Terminal Sacrifice,Scheduled,
