study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,study_day,study_date,body_weight_g
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,85,2016-04-25,531.0
PC201708,PC201708-1007,1,Vehicle Control,M,0.0,92,2016-05-02,481.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,1,2016-02-01,339.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,8,2016-02-08,347.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,15,2016-02-15,394.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,22,2016-02-22,453.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,29,2016-02-29,461.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,36,2016-03-07,457.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,43,2016-03-14,515.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,50,2016-03-21,533.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,57,2016-03-28,458.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,64,2016-04-04,464.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,71,2016-04-11,484.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,78,2016-04-18,503.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,85,2016-04-25,502.0
PC201708,PC201708-1008,1,Vehicle Control,M,0.0,92,2016-05-02,543.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,1,2016-02-01,332.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,8,2016-02-08,353.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,15,2016-02-15,424.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,22,2016-02-22,415.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,29,2016-02-29,509.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,36,2016-03-07,503.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,43,2016-03-14,542.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,50,2016-03-21,498.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,57,2016-03-28,537.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,64,2016-04-04,502.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,71,2016-04-11,480.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,78,2016-04-18,500.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,85,2016-04-25,466.0
PC201708,PC201708-1009,1,Vehicle Control,M,0.0,92,2016-05-02,567.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,1,2016-02-01,325.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,8,2016-02-08,384.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,15,2016-02-15,417.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,22,2016-02-22,468.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,29,2016-02-29,453.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,36,2016-03-07,443.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,43,2016-03-14,476.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,50,2016-03-21,541.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,57,2016-03-28,494.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,64,2016-04-04,473.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,71,2016-04-11,479.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,78,2016-04-18,507.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,85,2016-04-25,476.0
PC201708,PC201708-1010,1,Vehicle Control,M,0.0,92,2016-05-02,550.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,1,2016-02-01,348.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,8,2016-02-08,351.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,15,2016-02-15,388.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,22,2016-02-22,436.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,29,2016-02-29,449.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,36,2016-03-07,443.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,43,2016-03-14,441.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,50,2016-03-21,455.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,57,2016-03-28,534.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,64,2016-04-04,512.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,71,2016-04-11,480.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,78,2016-04-18,548.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,85,2016-04-25,533.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,92,2016-05-02,525.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,99,2016-05-09,541.0
PC201708,PC201708-1011,1,Vehicle Control,M,0.0,106,2016-05-16,554.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,1,2016-02-01,318.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,8,2016-02-08,369.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,15,2016-02-15,415.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,22,2016-02-22,436.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,29,2016-02-29,488.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,36,2016-03-07,427.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,43,2016-03-14,500.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,50,2016-03-21,437.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,57,2016-03-28,524.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,64,2016-04-04,516.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,71,2016-04-11,500.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,78,2016-04-18,531.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,85,2016-04-25,497.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,92,2016-05-02,513.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,99,2016-05-09,546.0
PC201708,PC201708-1012,1,Vehicle Control,M,0.0,106,2016-05-16,571.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,1,2016-02-01,340.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,8,2016-02-08,346.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,15,2016-02-15,394.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,22,2016-02-22,451.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,29,2016-02-29,455.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,36,2016-03-07,438.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,43,2016-03-14,473.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,50,2016-03-21,506.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,57,2016-03-28,446.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,64,2016-04-04,485.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,71,2016-04-11,483.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,78,2016-04-18,493.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,85,2016-04-25,490.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,92,2016-05-02,561.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,99,2016-05-09,575.0
PC201708,PC201708-1013,1,Vehicle Control,M,0.0,106,2016-05-16,507.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,1,2016-02-01,327.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,8,2016-02-08,356.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,15,2016-02-15,399.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,22,2016-02-22,441.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,29,2016-02-29,507.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,36,2016-03-07,440.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,43,2016-03-14,526.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,50,2016-03-21,528.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,57,2016-03-28,542.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,64,2016-04-04,549.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,71,2016-04-11,531.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,78,2016-04-18,512.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,85,2016-04-25,507.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,92,2016-05-02,501.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,99,2016-05-09,547.0
PC201708,PC201708-1014,1,Vehicle Control,M,0.0,106,2016-05-16,552.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,1,2016-02-01,348.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,8,2016-02-08,384.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,15,2016-02-15,414.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,22,2016-02-22,459.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,29,2016-02-29,481.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,36,2016-03-07,469.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,43,2016-03-14,528.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,50,2016-03-21,511.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,57,2016-03-28,497.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,64,2016-04-04,508.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,71,2016-04-11,500.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,78,2016-04-18,545.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,85,2016-04-25,509.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,92,2016-05-02,550.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,99,2016-05-09,556.0
PC201708,PC201708-1015,1,Vehicle Control,M,0.0,106,2016-05-16,563.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,1,2016-02-01,231.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,8,2016-02-08,272.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,15,2016-02-15,318.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,22,2016-02-22,301.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,29,2016-02-29,282.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,36,2016-03-07,316.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,43,2016-03-14,357.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,50,2016-03-21,365.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,57,2016-03-28,299.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,64,2016-04-04,325.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,71,2016-04-11,339.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,78,2016-04-18,333.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,85,2016-04-25,358.0
PC201708,PC201708-1101,1,Vehicle Control,F,0.0,92,2016-05-02,357.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,1,2016-02-01,250.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,8,2016-02-08,301.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,15,2016-02-15,277.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,22,2016-02-22,328.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,29,2016-02-29,337.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,36,2016-03-07,274.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,43,2016-03-14,365.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,50,2016-03-21,341.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,57,2016-03-28,378.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,64,2016-04-04,320.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,71,2016-04-11,377.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,78,2016-04-18,352.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,85,2016-04-25,396.0
PC201708,PC201708-1102,1,Vehicle Control,F,0.0,92,2016-05-02,338.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,1,2016-02-01,232.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,8,2016-02-08,289.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,15,2016-02-15,304.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,22,2016-02-22,308.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,29,2016-02-29,294.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,36,2016-03-07,314.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,43,2016-03-14,285.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,50,2016-03-21,373.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,57,2016-03-28,287.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,64,2016-04-04,389.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,71,2016-04-11,330.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,78,2016-04-18,339.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,85,2016-04-25,355.0
PC201708,PC201708-1103,1,Vehicle Control,F,0.0,92,2016-05-02,319.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,1,2016-02-01,246.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,8,2016-02-08,271.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,15,2016-02-15,307.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,22,2016-02-22,301.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,29,2016-02-29,289.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,36,2016-03-07,352.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,43,2016-03-14,367.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,50,2016-03-21,308.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,57,2016-03-28,314.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,64,2016-04-04,299.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,71,2016-04-11,302.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,78,2016-04-18,341.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,85,2016-04-25,328.0
PC201708,PC201708-1104,1,Vehicle Control,F,0.0,92,2016-05-02,396.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,1,2016-02-01,240.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,8,2016-02-08,294.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,15,2016-02-15,281.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,22,2016-02-22,333.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,29,2016-02-29,291.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,36,2016-03-07,305.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,43,2016-03-14,324.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,50,2016-03-21,323.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,57,2016-03-28,305.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,64,2016-04-04,345.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,71,2016-04-11,335.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,78,2016-04-18,300.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,85,2016-04-25,301.0
PC201708,PC201708-1105,1,Vehicle Control,F,0.0,92,2016-05-02,355.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,1,2016-02-01,246.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,8,2016-02-08,252.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,15,2016-02-15,304.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,22,2016-02-22,280.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,29,2016-02-29,323.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,36,2016-03-07,332.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,43,2016-03-14,338.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,50,2016-03-21,307.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,57,2016-03-28,309.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,64,2016-04-04,295.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,71,2016-04-11,377.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,78,2016-04-18,385.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,85,2016-04-25,323.0
PC201708,PC201708-1106,1,Vehicle Control,F,0.0,92,2016-05-02,345.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,1,2016-02-01,239.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,8,2016-02-08,283.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,15,2016-02-15,301.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,22,2016-02-22,306.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,29,2016-02-29,289.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,36,2016-03-07,277.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,43,2016-03-14,326.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,50,2016-03-21,334.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,57,2016-03-28,381.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,64,2016-04-04,345.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,71,2016-04-11,337.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,78,2016-04-18,374.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,85,2016-04-25,360.0
PC201708,PC201708-1107,1,Vehicle Control,F,0.0,92,2016-05-02,398.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,1,2016-02-01,242.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,8,2016-02-08,277.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,15,2016-02-15,275.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,22,2016-02-22,284.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,29,2016-02-29,309.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,36,2016-03-07,337.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,43,2016-03-14,356.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,50,2016-03-21,296.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,57,2016-03-28,349.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,64,2016-04-04,351.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,71,2016-04-11,319.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,78,2016-04-18,321.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,85,2016-04-25,399.0
PC201708,PC201708-1108,1,Vehicle Control,F,0.0,92,2016-05-02,356.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,1,2016-02-01,231.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,8,2016-02-08,264.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,15,2016-02-15,302.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,22,2016-02-22,334.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,29,2016-02-29,323.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,36,2016-03-07,266.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,43,2016-03-14,275.0
PC201708,PC201708-1109,1,Vehicle Control,F,0.0,50,2016-03-21,289.0
