study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,study_day,study_date,body_weight_g
TOX-2025-0421-P,F403,4,High Dose,F,100,7,2025-03-23,195
TOX-2025-0421-P,F403,4,High Dose,F,100,14,2025-03-30,202
TOX-2025-0421-P,F403,4,High Dose,F,100,21,2025-04-06,207
TOX-2025-0421-P,F403,4,High Dose,F,100,28,2025-04-13,212
TOX-2025-0421-P,F404,4,High Dose,F,100,1,2025-03-17,182
TOX-2025-0421-P,F404,4,High Dose,F,100,7,2025-03-23,193
TOX-2025-0421-P,F404,4,High Dose,F,100,14,2025-03-30,200
TOX-2025-0421-P,F404,4,High Dose,F,100,21,2025-04-06,205
TOX-2025-0421-P,F404,4,High Dose,F,100,28,2025-04-13,210
TOX-2025-0421-P,F405,4,High Dose,F,100,1,2025-03-17,185
TOX-2025-0421-P,F405,4,High Dose,F,100,7,2025-03-23,196
TOX-2025-0421-P,F405,4,High Dose,F,100,14,2025-03-30,203
TOX-2025-0421-P,F405,4,High Dose,F,100,21,2025-04-06,208
TOX-2025-0421-P,F405,4,High Dose,F,100,28,2025-04-13,213
