study_id,animal_id,group_number,group_name,sex,dose_mgkg_day,tissue,finding,grade,grade_text,distribution,comment
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F103,1,Vehicle Control,F,0,Bone Marrow,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F104,1,Vehicle Control,F,0,Bone Marrow,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F105,1,Vehicle Control,F,0,Bone Marrow,No remarkable findings,,,,
TOX-2025-0421-P,M201,2,Low Dose,M,5,Kidney,Tubular basophilia,1,Minimal,Cortex; focal/multifocal,Adaptive; non-adverse
TOX-2025-0421-P,M202,2,Low Dose,M,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,M203,2,Low Dose,M,5,Kidney,Tubular basophilia,1,Minimal,Cortex; focal/multifocal,Adaptive; non-adverse
TOX-2025-0421-P,M204,2,Low Dose,M,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,M205,2,Low Dose,M,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F201,2,Low Dose,F,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F202,2,Low Dose,F,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F203,2,Low Dose,F,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F204,2,Low Dose,F,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,F205,2,Low Dose,F,5,Kidney,No remarkable findings,,,,
TOX-2025-0421-P,M301,3,Mid Dose,M,25,Kidney,Tubular basophilia,2,Moderate,Cortex; diffuse,
TOX-2025-0421-P,M301,3,Mid Dose,M,25,Kidney,Tubular dilation,1,Minimal,Cortex; focal,
TOX-2025-0421-P,M302,3,Mid Dose,M,25,Kidney,Tubular basophilia,2,Moderate,Cortex; diffuse,
TOX-2025-0421-P,M303,3,Mid Dose,M,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,M303,3,Mid Dose,M,25,Kidney,Tubular dilation,1,Minimal,Cortex; focal,
TOX-2025-0421-P,M304,3,Mid Dose,M,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,M305,3,Mid Dose,M,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,F301,3,Mid Dose,F,25,Kidney,Tubular basophilia,2,Moderate,Cortex; diffuse,
TOX-2025-0421-P,F301,3,Mid Dose,F,25,Kidney,Tubular dilation,1,Minimal,Cortex; focal,
TOX-2025-0421-P,F302,3,Mid Dose,F,25,Kidney,Tubular basophilia,2,Moderate,Cortex; diffuse,
TOX-2025-0421-P,F303,3,Mid Dose,F,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,F303,3,Mid Dose,F,25,Kidney,Tubular dilation,1,Minimal,Cortex; focal,
TOX-2025-0421-P,F304,3,Mid Dose,F,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,F305,3,Mid Dose,F,25,Kidney,Tubular basophilia,1,Mild,Cortex; diffuse,
TOX-2025-0421-P,M401,4,High Dose,M,100,Liver,Hepatocellular vacuolation,1,Minimal,Centrilobular; focal,Secondary to systemic stress
TOX-2025-0421-P,M401,4,High Dose,M,100,Kidney,Tubular basophilia,3,Marked,Cortex; diffuse,
TOX-2025-0421-P,M401,4,High Dose,M,100,Kidney,Tubular degeneration/necrosis,2,Moderate,Cortex and outer medulla; multifocal,
TOX-2025-0421-P,M401,4,High Dose,M,100,Kidney,Tubular dilation,2,Moderate,Cortex; multifocal,
TOX-2025-0421-P,M401,4,High Dose,M,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Thymus,Lymphoid depletion,2,Moderate,Diffuse,
TOX-2025-0421-P,M401,4,High Dose,M,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,M401,4,High Dose,M,100,Bone Marrow,Hypocellularity,2,Moderate,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,M402,4,High Dose,M,100,Liver,Hepatocellular vacuolation,1,Minimal,Centrilobular; focal,Secondary to systemic stress
TOX-2025-0421-P,M402,4,High Dose,M,100,Kidney,Tubular basophilia,3,Marked,Cortex; diffuse,
TOX-2025-0421-P,M402,4,High Dose,M,100,Kidney,Tubular degeneration/necrosis,2,Moderate,Cortex and outer medulla; multifocal,
TOX-2025-0421-P,M402,4,High Dose,M,100,Kidney,Tubular dilation,2,Moderate,Cortex; multifocal,
TOX-2025-0421-P,M402,4,High Dose,M,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Thymus,Lymphoid depletion,2,Moderate,Diffuse,
TOX-2025-0421-P,M402,4,High Dose,M,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,M402,4,High Dose,M,100,Bone Marrow,Hypocellularity,2,Moderate,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,M403,4,High Dose,M,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,M403,4,High Dose,M,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,M403,4,High Dose,M,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Thymus,Lymphoid depletion,1,Mild,Diffuse,
TOX-2025-0421-P,M403,4,High Dose,M,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,M403,4,High Dose,M,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,M404,4,High Dose,M,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,M404,4,High Dose,M,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,M404,4,High Dose,M,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,M404,4,High Dose,M,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,M405,4,High Dose,M,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,M405,4,High Dose,M,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,M405,4,High Dose,M,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,M405,4,High Dose,M,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,F401,4,High Dose,F,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Kidney,Tubular basophilia,3,Marked,Cortex; diffuse,
TOX-2025-0421-P,F401,4,High Dose,F,100,Kidney,Tubular degeneration/necrosis,2,Moderate,Cortex and outer medulla; multifocal,
TOX-2025-0421-P,F401,4,High Dose,F,100,Kidney,Tubular dilation,2,Moderate,Cortex; multifocal,
TOX-2025-0421-P,F401,4,High Dose,F,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Thymus,Lymphoid depletion,2,Moderate,Diffuse,
TOX-2025-0421-P,F401,4,High Dose,F,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F401,4,High Dose,F,100,Bone Marrow,Hypocellularity,2,Moderate,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,F402,4,High Dose,F,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,F402,4,High Dose,F,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,F402,4,High Dose,F,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Thymus,Lymphoid depletion,1,Mild,Diffuse,
TOX-2025-0421-P,F402,4,High Dose,F,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F402,4,High Dose,F,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,F403,4,High Dose,F,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,F403,4,High Dose,F,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,F403,4,High Dose,F,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Thymus,Lymphoid depletion,1,Mild,Diffuse,
TOX-2025-0421-P,F403,4,High Dose,F,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F403,4,High Dose,F,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,F404,4,High Dose,F,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,F404,4,High Dose,F,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,F404,4,High Dose,F,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F404,4,High Dose,F,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
TOX-2025-0421-P,F405,4,High Dose,F,100,Liver,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Kidney,Tubular basophilia,2,Mild,Cortex; diffuse,
TOX-2025-0421-P,F405,4,High Dose,F,100,Kidney,Tubular degeneration/necrosis,1,Minimal,Cortex; focal/multifocal,
TOX-2025-0421-P,F405,4,High Dose,F,100,Heart,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Brain,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Spleen,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Thymus,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Adrenal Glands,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Gonads,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Lungs,No remarkable findings,,,,
TOX-2025-0421-P,F405,4,High Dose,F,100,Bone Marrow,Hypocellularity,1,Mild,Diffuse,Consistent with myelosuppression
